ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	発表ﾌﾟﾚﾐｱﾑ	売却側企業 営業利益(損失)	買収側企業 営業利益(損失)	ﾀｰｹﾞｯﾄ企業 営業利益(損失)	買収側企業 内部留保率	買収側企業 利付き負債(米国以外)	買収側企業 利子負担率	買収側企業 有利子負債	買収側企業 流動負債/総資本	買収側企業 現金比率	買収側企業 総負債/自己資本	買収側企業 財務ﾚﾊﾞﾚｯｼﾞ	ﾀｰｹﾞｯﾄ企業 内部留保率	ﾀｰｹﾞｯﾄ企業 利付き負債(米国以外)	ﾀｰｹﾞｯﾄ企業 利子負担率	ﾀｰｹﾞｯﾄ企業 有利子負債	ﾀｰｹﾞｯﾄ企業 流動負債/総資本	ﾀｰｹﾞｯﾄ企業 現金比率	ﾀｰｹﾞｯﾄ企業 総負債/自己資本	ﾀｰｹﾞｯﾄ企業 財務ﾚﾊﾞﾚｯｼﾞ
アーバンステージ南行徳Ⅴ	Unnamed Buyer	野村不動産ﾚｼﾞﾃﾞﾝｼｬﾙ投資法人	3.32		33.7822																		
セイワ	川島織物セルコン		3.32							127.535													
ピア	市光工業		3.32			23.1254		88.2394				44.4926	0.111236	149.426	2.4994								
Land & building/Sakai Osaka	Unnamed Buyer	栗本鐵工所	3.32		44.0809																		
開発･設計･製造事業	ワイ・イー・データ	プロデュース	3.32		16.7492	-0.491283				100		12.6363	1.67337	21.0748	1.29847								
建築設計事業	あいホールディングス	塩見ホールディングス	3.32			88.7311		63.6705				11.9067	4.04058	23.9683	1.23692								
ウィルコム	アドバンテッジパートナーズ		3.32																				
スパークスアセットトラスト＆マネジメント	スパークス・グループ		3.32			60.9851		35.669			83.6633			63.1981	1.66674								
特急	モック		3.31			-3.34175				123.735		93.8064	0.0124523	-512.854									
サニーダ	中小企業ホールディングス	ＷＭＳインベストメントファンド	3.31			-9.64179				100.161		12.2516	4.25726	16.9905	1.85524								
薬王堂弘前安原店	インヴィンシブル投資法人	東日本不動産	3.31			-13.6859				182.842			0.228476	106.893	2.03961								
AGS KK	アマダマシニックス	アマダ	3.31		251.911	-22.1567				103.39		11.6374	1.64364	24.0993	1.25852								
テックウインド	ＭＣＪ		3.31			148.647		69.5452		99.5562		31.6727	1.14974	67.9976	1.73562								
米山水源カントリークラブ	アジアゲートホールディングス		3.31			-8.6215				109.139		16.7958	0.270813	171.869	2.11471								
合同会社ＲＩＳＩＮＧ出資持分	アドバンス・レジデンス投資法人		3.3			155.581				90.6247			0.455008	98.5477	1.98079								
オプト（長野）	プライベート･インベスター	キムラタン	3.3		-4.12961																		
ﾘｽｸﾌｧｲﾅﾝｼﾝｸﾞ事業一部	丸紅	ｱﾄﾞﾊﾞﾝﾃｯｼﾞﾘｽｸﾏﾈｼﾞﾒﾝﾄ	3.3		6.85608	1214.07		74.1173		94.3762		38.8005	0.277073	319.092	4.65661								
サンウッド	アインホールディングス	"Investor Group,エムワイ"	3.3			103.019		70.9123		99.0543		36.4133	0.745294	75.8688	1.75191								
ジャパンギャルズ	ＲＩＺＡＰグループ	McKenna & Co LP	3.3			11.7065		100		55.3514		45.215	0.467488	444.749	6.40877								
福祉の街	セントケア・ホールディング		3.29			26.4731		73.1259		94.2858		26.7224	0.832086	112.354	2.12498								
Land in Nagoya City	Aisho-Kensetsu Co	東陽倉庫	3.29		9.97937																		
Optical Disk	精工技研	住友重機械工業	3.29		484.315	12.4963		62.516		100		11.6544	3.63063	19.6439	1.1888								
Kubota Security Co Ltd	高千穂交易	クボタ	3.29		1642.42	8.36016		59.3912		99.9617		23.3536	1.31946	37.3832	1.36999								
システムワン	プロトコーポレーション		3.29			56.0421		79.353		99.8712		24.5525	1.78996	37.4753	1.38801								
Snow Brand Belle-Foret Co	シャトレーゼ	雪印乳業	3.29		104.994																		
Shinbashi Building	大樹	２１ＬＡＤＹ	3.28		-1.57437																		
土地及び建物	Unnamed Buyer	イオン九州	3.28		29.6387																		
加地テック	三井Ｅ＆Ｓホールディングス		3.28	32.99		-115.49	3.61279	100		85.2647		72.9656	0.243572	991.055	12.1533	78.4958		99.9888		19.1122	0.503007	34.6606	1.39357
Miyuki Elex Co Ltd	ワイエイシイホールディングス	東洋紡	3.28		251.459	6.85787		46.5875		90.0901		41.0259	0.650442	165.543	2.73774								
カスタリア南行徳II	Unnamed Buyer	大和ハウスリート投資法人	3.28		211.468																		
松崎	トライアイズ	堀田丸正	3.28		-5.05911	0.922109				-24.819		5.18558	4.14133	53.705	1.5427								
ホンダ四輪販売丸順	ＶＴホールディングス		3.28			72.7576		51.0083		92.8859		49.1791	0.107447	320.162	4.43612								
エオネックス	複数買収者	極楽湯ホールディングス	3.28		-14.5876																		
不二ダイカスト製作所	南真化学工業	市光工業	3.28		23.1254																		
アドバンスデザイン	メルコホールディングス		3.27			83.4642		82.8377		99.8929		33.9852	1.24657	64.3937	1.63929								
ゴルフクラブ	エスリッチ・キャピタル	アジアゲートホールディングス	3.27		-8.6215																		
共同住宅２棟/東京都杉並区	アーバネットコーポレーション		3.27			21.807		58.3821		92.5565		26.662	0.768073	179.313	2.96463								
"Land and building/Tokyo,Land and building/Saitama"	株式会社新英	フォーバルテレコム	3.27		7.9855																		
リッツコート宮町	ｼﾞｬﾊﾟﾝ・ｼﾝｸﾞﾙﾚｼﾞﾃﾞﾝｽ投資法人	インボイス	3.27			9.02475		0.00409567		13.9229				115.453	2.15796								
日本ジャンボー	タカハシ計画		3.27															83.6958					
海鮮居酒屋業態の事業	ＪＦＬＡホールディングス	ジェイアンドジェイ	3.26			-11.1816				183.432		54.2591	0.206715	454.669	5.2036								
ナカミノ株式会社	ＡＯＩ　Ｐｒｏ．		3.26			20.774		68.5536		94.3562		31.7721	0.508566	127.175	2.25373								
DCM Japan	ＤＣＭホールディングス	"三井物産,カーマ,ダイキ,ホーマック"	3.26			285.661		73.8195		92.4831		23.8882	0.681711	109.578	2.13061								
ムーサ	平和紙業		3.26			0.0824737				96.0313		42.2354	0.486282	82.6499	1.86967								
阪神エアカーゴ	阪急阪神ホールディングス	住友商事	3.26		-555.441	19.4888				1358.11		14.5217	0.0723718	197.318	2.88251								
国興	ユアサ商事		3.26			84.7377		67.8644		91.8369		58.1426	0.308276	163.835	2.77752								
"共同住宅/北海道札幌市中央区,共同住宅/北海道札幌市東区"	日本リビング保証		3.26			5.20736		86.2171		99.427		23.6453	1.72774	1447.58	14.5298								
日本オフィス・システム	兼松エレクトロニクス		3.26	10.27		102.544	5.02286	47.6926		99.9999		21.6902	2.87533	33.2668	1.34544	84.3617		98.5077		36.7563	0.534866	145.684	2.57325
ノーマディック	スタイライフ		3.26			-5.23912				102.035		46.0941	0.27428	133.056	2.26963								
Success Holders	ＲＩＺＡＰグループ		3.26			11.7065	-7.11946	100		55.3514		45.215	0.467488	444.749	6.40877					29.678	2.82848	45.9054	1.96119
シュテルン武蔵野	グローム・ホールディングス	サンワーク	3.26			3.55628				-260.976		9.05697	2.79654	13.0813	1.7544								
多田建設	日神グループホールディングス		3.26			49.679	10.8751	75.3342		92.2711		26.8869	2.00305	74.7113	1.79886			9.30626		78.3663	0.0607418	994.01	11.0079
アクワイア	ｶﾞﾝﾎｰ・ｵﾝﾗｲﾝ・ｴﾝﾀｰﾃｲﾒﾝﾄ	アエリア	3.26		3.41071	282.573		87.568		99.9461		13.2508	6.34105	17.9775	1.23995								
Business related to askU.com	バンダイネットワークス	Creative Link Corp	3.25			7.39555		77.2637		100		27.3219	0.802264	37.6035	1.38								
東京中央サトー製品販売	ＮＰＨ	ピクセルカンパニーズ	3.25		-2.80676																		
土地及び建物	Unnamed Buyer	川本産業	3.25		12.3194																		
タクエーホーム	Ｌｉｂ Ｗｏｒｋ		3.25			4.57385		70.1886		97.4658		38.0442	1.16995	125.543	2.08029								
Kakuda Factory	TN Nomura Corp	アテクト	3.25		1.52956																		
OK プレミア証券	第一商品	オウケイウェイヴ	3.25		-4.8523	-12.8931								77.4667	2.57875								
Comstock Ltd	レントラックジャパン		3.25			28.7089		86.4074		97.0553		53.9299	0.223035	278.013	3.54194								
内山南小倉駅前ビル	Unnamed Buyer	大和証券リビング投資法人	3.25		72.2555																		
忍足研究所	日本バイリーン		3.25			22.2887		64.2772		98.6133		21.4547	0.359559	43.2833	1.48872								
Certain Assets	ユニリタ	プリズム	3.25			7.14227		39.7975		99.967		22.7724	2.24414	31.7996	1.32608								
合同会社ジェイ・エフ・エム 匿名組合出資持分	大和証券リビング投資法人		3.24			72.2555		16.6442		91.8557			0.356909	105.276	2.07037								
トラスト＆グロース	ラクーンホールディングス	ＮＩＳリース	3.24			11.2723		52.5404		99.2939		47.0533	0.822159	133.088	2.78873								
理研コランダム	オカモト		3.24	-0.24		78.0024	-1.22388	67.1757		99.6461		26.769	0.989567	61.8367	1.67854			109.488		24.5618	0.43639	45.4032	1.43363
KK Isawa Tsushin	フェローテックホールディングス	北部通信工業	3.24			90.941		86.5269		94.6987		33.2357	0.512866	147.301	3.17526								
日本アクア	ヒノキヤグループ		3.24			62.1193	17.7691	70.0902		99.0451		48.4837	0.510875	224.64	3.49061	51.8843		99.3441		51.0942	0.201801	109.759	2.16839
ハーモニー上北沢	大和証券リビング投資法人		3.24			72.2555		16.6442		91.8557			0.356909	105.276	2.07037								
ＡＰホールディングス	日本創発グループ		3.24			-4.37583				92.2778		65.0002	0.359551	440.246	5.31264								
Cuon	インターアクション		3.24			16.4849		80.574		99.5598		15.3419	4.08584	27.9544	1.27551								
株式会社BBSアウトソーシング	ビジネスブレイン太田昭和	セゾン情報システムズ	3.24		28.196	20.7511		75.5432		99.7274		30.5812	1.18574	110.471	2.18319								
Property in Tokyo Itabashi	Kawashima Concrete Industry Inc	高砂鐵工	3.24		0.565987																		
ペイ・パー・ビュー・ジャパン	スカパーＪＳＡＴホールディングス	"伊藤忠商事,ＪＳＡＴ"	3.23			180.654		59.9251		94.3922		14.268	1.3034	64.1429	1.65261								
89店舗営業	ジー･ネットワークス	オーズ・インターナショナル	3.23			1.23922		100		42.8574		25.538	0.120361	101.13	2.06052								
Land in Kanagawa Prefecture I	新成建設株式会社	日本甜菜製糖	3.23		17.8192					103.456													
日立電線販売	日立電線		3.23			52.2093				110.405		49.3977	0.114655	240.125	3.22206								
Sunwave Kitchen Techno Corp	テンポスホールディングス	ＬＩＸＩＬ	3.23		338.102	9.25403		52.2613		99.4246		30.4224	1.71159	56.9075	1.63421								
ｴﾌ･ｴｯｸｽ･ﾌﾟﾗｯﾄﾌｫｰﾑ	ＩＳホールディングス	ﾕﾆｺﾑｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ	3.23																				
Better Life Support Holdings Co Ltd	ｼﾞｬﾊﾟﾝｲﾝﾍﾞｽﾄﾒﾝﾄｱﾄﾞﾊﾞｲｻﾞｰ	フィンテック　グローバル	3.23		-10.3776	65.6749		74.9935		87.9728		57.3897	0.358126	187.787	3.61102								
株式会社ブークス	ｲｰﾌﾞｯｸｲﾆｼｱﾃｨﾌﾞｼﾞｬﾊﾟﾝ		3.23			9.02749		100				60.6306	0.722741	156.673	2.47209								
コスモハイム元住吉	ケネディクス・レジデンシャル・ネクスト投資法人	ケネディクス	3.23		130.45	81.7688				87.4621			0.657058	116.817	2.15527								
アッション	ＳＨＩＦＴ		3.22			37.311		100		99.6822		25.0812	1.65748	51.7403	1.64369								
土地及び建物	サンキ工業	名機製作所	3.22		1.22234																		
サンライフ宮前平	工藤建設	サンライフ/神奈川	3.22			5.64781		66.3036		84.6535		37.2709	0.493272	208.555	3.21384								
モバイル･アフィリエイト	アキナジスタ		3.22			-1.05056																	
土地及び建物/ 東京都渋谷区	日本リビング保証		3.22			5.20736		86.2171		99.427		23.6453	1.72774	1447.58	14.5298								
インターワオ	エスグラントコーポレーション		3.22			11.8548				125.989		66.3763	0.0774098	2575.85	10.4159								
日鉄住金リサイクル	鴻池運輸	日本製鉄	3.22		-476.401	37.7042		78.3085		95.9803		22.9805	1.06581	150.96	2.42856								
藤原製麺	永谷園ホールディングス		3.22			44.2224		70.8935		94.1119		39.0532	0.258754	182.363	2.82263								
ＪＳコンサルティグ	Ｈａｍｅｅ		3.22			20.5408		89.798		99.6684		20.9391	1.92125	27.7372	1.44773								
リッツコート宮町	パワーバリュエーション	ｼﾞｬﾊﾟﾝ・ｼﾝｸﾞﾙﾚｼﾞﾃﾞﾝｽ投資法人	3.22		9.02475																		
ユミルリンク株式会社	サイボウズ	サイバーエージェント 　	3.22		971.447	21.2701	3.02577	64.878		99.919		46.5713	0.694279	91.0226	2.03049	100		100		23.107	0.566245	31.5548	1.33324
２１世紀アセットマネジメント	JTインベストメント	ＧＦＡ	3.21		-14.2054																		
シールド	ファーストリテイリング	三菱商事	3.21		304.831	2293.25		71.1358		97.4382		23.1481	2.02704	120.707	2.37427								
EPARKテクノロジーズ	エクストリーム		3.2			6.63236		80.027		99.7436		26.0425	1.44717	42.2774	1.54733								
なすび	AFC-HDｱﾑｽﾗｲﾌｻｲｴﾝｽ		3.2			20.9696		74.257		97.7335		33.0112	0.781385	193.761	2.42618								
Riem Becker SAS	ＪＦＬＡホールディングス	阪神酒販	3.2			-11.1816	0.123033			183.432		54.2591	0.206715	454.669	5.2036			54.7794		81.739	0.040675	1011.44	
Certain Assets	ＭＰＤ	ｶﾙﾁｭｱ･ｺﾝﾋﾞﾆｴﾝｽ･ｸﾗﾌﾞ	3.2		167.059																		
プライマリーセル	コスモ・バイオ	セルガレージ	3.2			7.0463		70.178		100		12.7178	2.65824	24.1778	1.30484								
テクノエコー	イワキ		3.2			16.0979		69.437		99.0119		24.0087	0.921643	43.1551	1.45145								
ニチイケアパレス	プロンプト･ホールディングス		3.2							119.395													
ナテック	アマテイ		3.2			0.284635				51.7885		50.509	0.237368	353.952	4.65408								
クラフトリッジ	Orchestra Holdings	データX	3.2			6.43067		84.2687		99.7346		47.7507	0.63145	151.576	2.63852								
東洋造機	ヨネックス		3.19			9.7386		64.2072		99.3316		15.5015	1.55457	38.8902	1.39239								
油槽所施設	富士興産	丸紅	3.19		1214.07	6.17869				99.1189		41.2591	0.620694	80.2562	1.8499								
クラウドゲート	プライベート･インベスター		3.19				-5.13036											100.841		128.242	0.257183	-231.341	
マインズ	クレステック		3.19			10.4357		69.618		87.5397		46.5473	0.548217	202.374	3.25964								
松山第二工場	大森商機	エヌ・ピー・シー	3.19		6.45463																		
LCモールうれし野	アポーメンテナンス	グローム・ホールディングス	3.19		3.55628																		
伊賀倉庫	KWS	カワサキ	3.19		2.92171																		
ジーマ	朝日インテック		3.18			120.177		70.012		99.2518		12.7111	1.4557	24.2044	1.26866								
マルチネット株式会社	ハイパー		3.18			3.09836		63.7942		98.0723		44.4829	1.01058	115.367	2.20454								
Ojimanakamuraya KK	ＨＡＰｉＮＳ		3.17			0.114801				123.959		59.4982	0.164619	1097.83	9.45138								
マネーライフ社	メディアイノベーション		3.17			-6.67957				100		8.15675	7.45688	8.88116	1.07434								
土地及び建物	トーランス･ジャパン	アーバンコーポレイション	3.17																				
フジコー	日本毛織		3.17	15.13		84.4119	-2.27981	72.6583		98.941		25.161	0.81704	54.7886	1.59219			83.7835		16.6917	1.41099	38.6978	1.4142
小澤建設	スペースバリューホールディングス		3.17			0.132064				84.472		47.76	0.175967	205.754	3.14131								
楢崎製作所	横河ブリッジホールディングス		3.17			150.609		80.9106		99.4689		24.0367	0.480571	65.0153	1.69139								
Land in Fukuoka Pref	Unnamed Buyer	ニコニコ堂	3.17		-2.90749																		
大分駅南土地	ファミリー	片倉コープアグリ	3.17		11.7159																		
丸定運輸	瀧上工業		3.16			8.13135		76.3948				8.66081	2.74848	21.0475	1.2129								
ゴンゾ	いわかぜキャピタル		3.16	2.62			-2.36247									100		103.174		304.785	0.00641592	-141.452	
セブンスター	燦キャピタルマネージメント	ＣＳＭ・Ｍ３	3.16			-3.83257					1.98545			31.9029	1.50823								
駐車場/八千代	セコム	太洋物産	3.16		-2.4855	1291.63		50.3167		99.4188		19.3708	1.82317	58.6183	1.73774								
マキタ沼津	マキタ		3.16	10.5		834.491	0.449032	69.791		96.9918		14.9836	1.22038	22.7333	1.21016			-24.4553		54.0412	0.179123	388.667	4.81757
ステラ金山弐番館	大和証券リビング投資法人		3.15			72.2555		16.6442		91.8557			0.356909	105.276	2.07037								
七つの海	クロップス		3.15			19.4417		82.0423		99.6594		31.7806	0.844762	185.653	3.19766								
